policy,bucket,prompt,input_tokens,generated_tokens,prefill_delay_ms,decode_delay_ms,ttft_ms,decode_time_s,total_time_s,tokens_per_sec,ms_per_token,tbt_mean_ms,tbt_p50_ms,tbt_p90_ms,tbt_p95_ms,energy_prefill_j,energy_decode_j,energy_total_j,energy_per_token_mj,avg_power_w,edp,peak_mem_mb,throttle_level
default,short,Why do IT companies file patents on software?,11,128,0.0,0.0,91.71822480857372,5.447784144431353,5.5395692605525255,23.10648968891727,43.277884848066606,42.89541364185453,40.34334234893322,41.42776057124138,50.9523583576083,3.123911312627606,523.9582349218307,528.5580265506562,4129.359582427001,95.74147511312218,2927.983796298321,4077.72412109375,light
default,medium,5. Explain the impact of the following transactions on a company's income statem...,138,113,0.0,0.0,298.98412339389324,4.67467456869781,4.973794376477599,22.719073497369966,44.015879437854856,41.737587756610345,40.66543374210596,40.930720418691635,41.4711426012218,20.261044855645856,459.5046458154945,482.64609998142157,4271.20442461435,97.64681818181818,2400.5824579164396,4103.51904296875,light
default,medium,I want you to act as a cyber security specialist. I will provide some specific i...,85,128,0.0,0.0,166.99700243771076,6.032484186813235,6.199545338749886,20.646675361811404,48.43394795898348,47.499334967629174,40.56542180478573,40.966349095106125,64.2642769962549,8.18563474778831,600.4126901105121,611.1865267493836,4774.894740229559,99.00177732793522,3789.0785830158734,4092.25,light
default,long,"// store/inventorySlice.ts

import {createSlice, current} from '@reduxjs/toolkit...",884,128,0.0,0.0,162.88449801504612,5.174862457439303,5.337811144068837,23.9798667553513,41.70164956303779,40.7464203432085,40.714723989367485,40.88162146508694,41.02323446422815,9.677645713583566,578.1944230866079,593.5491633188194,4637.102838428276,111.47288262910799,3168.2533385159286,4263.1806640625,light
default,medium,Create a powershell script that allows me to choose several different .csv files...,87,128,0.0,0.0,212.7548847347498,5.27280705794692,5.485636539757252,23.333664028288723,42.85653546685353,41.51763442874424,40.655968710780144,40.843551978468895,42.6413420587778,14.226435018057002,514.1963526475197,531.1270003254368,4149.429690042475,97.04424657534244,2913.569680236878,4092.4541015625,light
default,long,"please implement and modify this code with the code you have provided

php
 $jso...",989,128,0.0,0.0,149.61483143270016,5.171316958963871,5.321004746481776,24.055607182954123,41.57034958188888,40.71850112573368,40.696632117033005,40.86647927761078,40.95410741865635,8.014967434592545,586.1963587290197,597.1044026880115,4664.87814600009,112.64424528301888,3177.1953608480753,4284.6826171875,light
default,short,can you write me a rap song about rainbows and unicorns in the style of Joyner L...,24,128,0.0,0.0,129.13227453827858,5.2456413470208645,5.374839739874005,23.814663542507876,41.99093546776567,41.30370947202359,40.44690914452076,40.842290967702866,45.74406724423169,6.477939234454184,520.1897721659559,528.4344959706607,4128.394499770787,98.83320093457944,2840.250728863397,4080.11669921875,light
default,medium,"we currently named our business ""muscles and meows"" because we jokingly admit to...",152,41,0.0,0.0,361.8780542165041,1.7264284659177065,2.088426262140274,19.632007480111902,50.93722590586034,43.15905352123082,40.6024819239974,41.00681375712156,44.4484970532357,27.755015733690005,166.39156861919537,196.2919681904586,4787.608980255088,94.63545238095239,409.941301416157,4105.58837890625,light
default,long,"Web search results:

[1] ""Writing a summary is a great way to process the inform...",420,128,0.0,0.0,617.594251409173,5.212560394778848,5.83032232709229,21.95418929159555,45.549393180408515,41.04324688357631,40.88582843542099,41.03025756776333,41.09359551221132,53.360798959204,555.8646709322175,611.514067230584,4777.453650238937,105.41560775862067,3565.3241195054898,4161.00634765625,light
default,short,Write a business proposal for the need of an IT intern for a semi-conductor manu...,21,128,0.0,0.0,97.5660178810358,5.258004484698176,5.355639705434442,23.900039405211785,41.840935198706575,41.40094702872704,40.45029170811176,41.00352600216866,47.74731099605554,3.041217249363661,507.37295777312664,511.94361972587546,3999.559529108402,96.20669483568074,2741.7855767477295,4079.56494140625,light
default,medium,"async get\_file\_type(file\_name: string): Promise {
 const file\_type\_extensio...",238,128,0.0,0.0,426.50164291262627,5.409922692924738,5.836591364815831,21.930608466374782,45.59837003762368,42.59727698728794,40.548741817474365,40.864384174346924,41.007961705327034,30.97460755139961,532.3058489480028,565.5316041303436,4418.215657268309,97.10393133047211,3300.7768771976084,4123.1005859375,light
default,short,"now a similar, more gracile, closely-related one",14,128,0.0,0.0,106.70673660933971,5.442115241661668,5.548894898965955,23.067656232568577,43.35074139817152,42.850767665608664,40.3957087546587,40.852999314665794,43.18617060780524,4.769339446472004,526.2224981048023,533.4703473463496,4167.737088643356,96.62845701357467,2960.1708891397557,4078.27587890625,light
default,long,covert this into instagram text video reel which will have a bacground song'How ...,426,128,0.0,0.0,667.6003914326429,5.176379516720772,5.844146758317947,21.902256273393235,45.657396549358964,40.75837147048139,40.52813723683357,40.69622606039047,40.74359517544508,55.10707431193069,516.0899342104914,573.6121475954847,4481.344903089724,98.51592274678111,3352.273572901948,4162.27490234375,light
default,medium,"Now I get this:
UDP server listening on 0.0.0.0:50055
Received 8 bytes from 10.1...",178,128,0.0,0.0,422.68960550427437,5.952950732782483,6.375814218074083,20.075867273100133,49.811048578703776,46.873088720745926,40.81202484667301,40.99426865577698,41.21211674064398,25.99199037228059,584.0700757316881,612.2669520275239,4783.33556271503,96.42593307086614,3903.7003379939692,4110.27294921875,light
default,long,Below is some data from a file. What file format do you think this data is from?...,1019,128,0.0,0.0,185.8939528465271,5.13713650777936,5.323096567764878,24.04615403281066,41.58669193566311,40.44937116541262,40.446411818265915,40.564167499542236,40.58524742722511,15.931391267426314,575.6306544249691,597.4673618256803,4667.713764263128,112.71216509433962,3180.3764630858154,4288.240234375,light
default,medium,Please write a program which asks for tomorrow's weather forecast and then sugge...,291,128,0.0,0.0,562.4761544167995,5.373467031866312,5.936058569699526,21.56312955761135,46.375457575777546,42.31022084205169,40.4877457767725,40.65847769379616,40.71542210876942,39.65168974458054,521.0988415915203,562.4896182303839,4394.450142424875,94.97674683544304,3338.9713186634854,4133.72998046875,light
default,short,"the last response got cut, could you generate again the javascript file?",17,128,0.0,0.0,127.34568119049072,5.272702291607857,5.400109985843301,23.703220922455166,42.18835926440079,41.516806974303066,40.43552279472351,41.92884378135204,45.01112364232539,6.763914975127205,507.66599526041006,516.7911942611188,4037.4312051649904,96.20780465116279,2790.7292887253525,4078.82861328125,light
default,long,"You are AdventBot, a chatbot that solves small coding puzzles from Advent of Cod...",462,128,0.0,0.0,611.9852513074875,5.200275123119354,5.812414310872555,22.021830026907484,45.409486803691834,40.94652055696709,40.6592283397913,40.86423180997372,40.89222680777311,47.08122425260301,520.5601832125001,570.2240943125179,4454.875736816546,98.33391810344827,3314.37868618642,4170.6689453125,light
default,medium,"having this documentation site structure, how would you organize this better for...",255,128,0.0,0.0,493.4908486902714,5.590727752074599,6.084383016452193,21.03746586200894,47.53424231603276,44.02094900490731,40.85899144411087,40.97139462828636,41.045370139181614,41.419431103068405,577.4771647288715,621.4913739835453,4855.401359246447,102.44512396694213,3781.3915607370213,4127.05859375,light
default,long,Please make the following this to a dialogue for me as a chairman and Dr.Hasan a...,490,128,0.0,0.0,660.131799057126,5.2018803637474775,5.862180262804031,21.834879560454578,45.798283303156495,40.9591497017408,40.65396450459957,40.83695486187935,40.87522141635418,50.20027531337458,518.7290835409258,570.7959982501782,4459.343736329517,97.60070940170942,3346.109035029719,4176.1513671875,light
default,short,I have significant teeth overbite which makes it difficult for me to quickly and...,32,128,0.0,0.0,126.06168538331985,5.236185835674405,5.362306285649538,23.870326158457267,41.893017856637016,41.22927781986439,40.38485698401928,40.942664444446564,45.08327227085828,6.518333265987225,510.7121944376909,518.8808233655002,4053.7564325429703,97.07844392523364,2782.3979006358295,4081.58935546875,light
default,medium,You are a professional developer that builds very robust SAAS. You are also an e...,222,128,0.0,0.0,390.00224880874157,5.5550052765756845,5.945134172216058,21.530212152014023,46.44636072043795,43.73960312837222,40.84176756441593,40.987199917435646,45.35616002976887,23.649904183167965,528.7016487391143,554.9269929532632,4335.367132447368,93.67584810126581,3299.115428891544,4120.3427734375,light
default,medium,"cs3492 Based on the syllabus outlined below, Write multiple choice questions and...",147,128,0.0,0.0,343.4704467654228,5.389062063768506,5.7326882760971785,22.328093528773305,44.78662715700921,42.433026122061285,40.77445901930332,41.02385342121124,42.39509291946887,25.358648211631923,514.8509651863128,542.1844284738637,4235.815847452061,95.14733771929825,3108.1743165945677,4104.68798828125,light
default,medium,"hi could you pleasse help me, i need to send an email this is the information , ...",165,128,0.0,0.0,636.549474671483,5.803579244762659,6.44028284214437,19.87490349994952,50.31470970425289,45.69694575831646,40.736883878707886,40.943265706300735,42.19364337623117,44.11038456436154,584.745764563716,630.431124292681,4925.24315853657,98.0994046692607,4060.1547529359386,4107.93115234375,light
default,long,I am a product designer. My company is a one-to-one online tutoring platform. We...,1059,128,0.0,0.0,169.83715817332268,5.163181848824024,5.333083268254995,24.001125345616828,41.66471303324215,40.654449452330745,40.642544627189636,40.78969620168209,40.83393830806017,9.344835145482794,585.3374583795955,598.9974528111527,4679.66760008713,112.49730516431929,3194.5032933145194,4298.34521484375,light
default,short,I wrote a script to run on a website. I run it in the chrome console. What's the...,33,128,0.0,0.0,188.0137138068676,5.286819167435169,5.474898487329483,23.37942891475147,42.772644432261586,41.62796426887118,40.43073207139969,40.834932401776314,45.10656557977198,10.912671239499002,507.6259724748908,520.7320749895712,4068.219335856025,95.63461926605504,2850.955249664346,4081.77392578125,light
default,medium,"Okay so the browser console says it has posted successfully...

Token being sent...",219,128,0.0,0.0,425.71697384119034,5.546825082972646,5.972711060196161,21.430803986656624,46.66180515778251,43.675248577134816,40.788983926177025,40.968095883727074,41.128150932490826,29.137865630980585,535.3501874632509,566.4038901471132,4425.030391774322,95.21203361344534,3382.9667792197947,4118.794921875,light
default,long,where in this code should the exploration/exploitation 'recommend\_items' functi...,1086,128,0.0,0.0,156.6417310386896,5.17110194824636,5.327812688425183,24.024868644140483,41.623536628321745,40.71680349334488,40.713343769311905,40.84109663963318,40.8963480964303,8.288901917326264,582.2164640211715,592.382620174719,4627.989220114992,111.72757547169813,3156.103640169424,4303.10791015625,light
default,medium,I am a digital marketing agency and looking to create an shared mailbox for my b...,85,128,0.0,0.0,1011.9201075285673,5.301290061324835,6.313281210139394,20.27471860344612,49.322509454214014,41.741915707161105,40.506280958652496,41.0201083868742,42.11404267698526,59.5106835443331,560.6252534870255,621.6546534503996,4856.676980081246,98.66290873015873,3924.680642824124,4092.25,light
default,long,Please summarize this data with the highest quality data: The consumer electroni...,315,128,0.0,0.0,461.9082845747471,6.305194525048137,6.767238091677427,18.914658870569166,52.8690475912299,49.6466720960741,51.4287743717432,51.662156730890274,51.71666722744703,32.74930189917236,531.9285452016378,567.1974040607167,4431.2297192243495,84.05594074074074,3838.3598782602353,4139.42138671875,light
default,short,Give me a pitch deck for a presentation to venture capitalists and angel investo...,20,128,0.0,0.0,96.76139615476131,5.3049098160117865,5.4017346780747175,23.696091649881197,42.20105217245873,41.77036338786441,40.43939709663391,43.042125552892685,54.4401975348591,3.256147672871128,544.4498083411333,549.3336307172451,4291.668989978478,102.25978139534884,2967.354522878034,4079.38037109375,light
default,long,You made a mistake. Xiao (Chinese: 魈 Xiāo) is a playable Anemo character in Gens...,940,128,0.0,0.0,171.2209638208151,5.128765529021621,5.300049627199769,24.150717258024542,41.406637712498195,40.38341758464734,40.37514515221119,40.52445665001869,40.606496296823025,8.27446544239763,589.0763870639447,600.2524551107745,4689.472305552926,113.77083886255924,3181.3678009356063,4275.00634765625,light
default,long,Write a 500-800 word linkedin article about putting the human in the center of c...,404,128,0.0,0.0,578.4904900938272,5.213978316634893,5.792588295415044,22.097203093358925,45.25459605793003,41.05440081339183,40.86861573159695,41.052594408392906,41.100326739251614,40.41295579464733,507.8433282020269,550.1668646900458,4298.178630390983,95.31339393939395,3186.8901409287514,4157.62353515625,light
default,short,can please write another email when the cart is about to close?Share Prompt,17,128,0.0,0.0,87.02502027153969,5.229421153664589,5.316504148766398,24.07597105509645,41.53518866223749,41.17599999400105,40.42732156813145,40.91176092624664,44.23650465905664,4.1999035118334,546.9805337313189,553.3596033949609,4323.121901523132,104.5084858490566,2941.9386272090387,4078.82861328125,light
default,medium,"When I ask you anything, you'll answer me in this format:

A: [Answer as you nor...",204,128,0.0,0.0,385.57450100779533,5.4496642258018255,5.835409913212061,21.935048591906593,45.589139946969226,42.910214645538744,40.628692135214806,40.82736298441887,41.06980413198471,28.01704733042326,529.6399000786123,560.0556752463747,4375.434962862302,96.56817241379309,3268.1544392833694,4116.568359375,light
default,medium,E0129 00:14:33.428052 22066 memcache.go:238] couldn't get current server API gro...,88,128,0.0,0.0,265.74957370758057,5.3035272397100925,5.569356748834252,22.98290552617091,43.5105996002676,41.75953216498762,40.642498061060905,40.986158698797226,44.02805920690296,16.639116541704162,514.4332273922283,533.1998354378939,4165.623714358546,96.12434234234235,2969.5801019733467,4092.5556640625,light
default,short,list me all the msal libraries,8,128,0.0,0.0,95.63437663018703,5.3323539439588785,5.428049955517054,23.581212599176833,42.40664027747698,41.98650957092526,40.3114128857851,41.23418219387531,55.64523804932831,3.182489050477743,522.9765883711073,527.7534272708557,4123.07365055356,97.7960138888889,2864.671967421541,4077.17138671875,light
default,medium,"I want you to act as an English editor, spelling corrector and improver. I will ...",188,84,0.0,0.0,387.1926460415125,3.530478211119771,3.917854093015194,21.440308394780804,46.64112015494278,42.53508139356791,40.89047573506832,41.05701632797718,42.428456246852875,27.724708512665707,337.01952974324206,366.988286789556,4368.908176066143,94.45302564102563,1437.806561487096,4112.07470703125,light
default,long,"Good evening, here is some code:
export class Body extends React.Component{
 ren...",462,128,0.0,0.0,556.5950144082308,5.194271564483643,5.751028500497341,22.256888483326197,44.92991016013548,40.89924923371611,40.468547493219376,40.694135800004005,40.74852131307125,47.124171589351256,559.2088380622249,608.6515921525946,4755.090563692145,106.04033187772924,3500.3726533426557,4170.6689453125,light
default,long,"I have a model.pth now and template with index.html, style.css, main.js and have...",343,128,0.0,0.0,641.5817644447088,5.181284245103598,5.823035176843405,21.981663533309998,45.4924623190891,40.79698444175438,40.54619185626507,41.00799821317196,41.065412759780884,43.03167450446543,509.2767876394494,553.8890053852388,4327.257854572178,95.52110775862069,3225.3151624250513,4144.7255859375,light
default,short,You can only get answer from the choices I give. But try to explain your choice....,59,128,0.0,0.0,174.3262391537428,5.349652137607336,5.524051433429122,23.171399025251734,43.156651823665015,42.12269882165541,40.60588218271732,41.072654724121094,52.55490280687808,7.693859349597245,516.2882610466676,525.5185587717658,4105.61374040442,95.60348181818182,2902.9915478767794,4086.56005859375,light
default,long,I writing this piece of content that could start on Twitter and graduate to long...,365,128,0.0,0.0,559.1398775577545,5.184434857219458,5.743692437186837,22.285315831202865,44.872597165522166,40.82177137941357,40.713196620345116,40.8560436218977,40.92827346175909,39.61207707554568,507.26285730907415,548.6625404581503,4286.4260973292985,95.88363755458516,3151.348884197195,4149.376953125,light
default,short,"I want to improve my English listening ability.
Can you give me 20 TV shows from...",48,128,0.0,0.0,125.94518437981606,5.223442103713751,5.349475495517254,23.927579462184895,41.792777308728546,41.12892300183848,40.42152874171734,40.949563682079315,43.970818072557435,5.99262269524578,509.8922015029667,517.356258318264,4041.845768111438,97.22240845070422,2767.584626326048,4084.72216796875,light
default,short,Let's update the outline so that we consider the following principals as themati...,79,128,0.0,0.0,216.20366349816322,5.7766661532223225,5.992956310510635,21.358406997813344,46.81997117586434,45.484906531811696,40.62524437904358,41.022539883852005,53.42368837445962,10.81445997035131,591.3924229814085,603.8348605497303,4717.459848044768,101.04619246861925,3618.755938037815,4091.0634765625,light
default,short,"Suggest a study plan which I can follow
and some online lecture materials which ...",25,128,0.0,0.0,147.8561833500862,5.25925842858851,5.407177856191993,23.6722377928482,42.24357700149994,41.41094113194098,40.543386712670326,40.984151139855385,44.872107543051214,6.638486329264939,512.219378968168,521.712445733171,4075.878482290398,97.10800930232558,2820.991983868169,4080.30126953125,light
default,short,Write a report on Marshall AI,7,128,0.0,0.0,111.19572259485722,5.276941742748022,5.388201586902142,23.7556071233763,42.09532489767298,41.55019309929037,40.398890152573586,41.017233580350876,48.77507630735632,4.658565314522013,512.6331363199922,518.8493808281003,4053.5107877195333,96.58146976744187,2795.6650571411633,4076.98779296875,light
default,long,rewrite my generateScreenshot function so the logic is similar to this rest endp...,658,128,0.0,0.0,128.35154682397842,5.17651929333806,5.304935136809945,24.12847597548029,41.444805756327696,40.75947537372901,40.7467819750309,40.88710770010948,40.92133864760399,7.612942400607281,571.1843080486653,582.561205706927,4551.259419585367,110.42426066350711,3090.4494094970432,4217.15966796875,light
default,short,can you show it in code?,8,128,0.0,0.0,82.79615454375744,5.268327109515667,5.35118168964982,23.919950288284134,41.80610695038922,41.4823581002594,40.350861847400665,41.400882974267006,48.46192728728053,3.011219692159444,512.2818422731328,517.836396332969,4045.5968463513204,97.29566197183097,2771.036642291231,4077.17138671875,light
default,short,Which party has the higher conditional probability of retweeting a MoC? Why did ...,52,128,0.0,0.0,192.23725236952305,5.583775689825416,5.776095878332853,22.16029697154966,45.12574904947542,43.96619787073042,40.634144097566605,41.28219261765481,50.320926122367375,12.343801653886214,574.0214246799527,589.2230521388063,4603.305094834424,102.44583913043479,3403.408842877663,4085.34912109375,light
default,long,"Web search results:

[1] ""The World Economic Forums Annual Meeting 2023 was held...",472,128,0.0,0.0,687.2326899319887,5.17886115051806,5.86626361310482,21.819680880698407,45.83018447738141,40.777907420800425,40.46405293047428,40.86928255856037,40.92855807393789,49.13911692403816,513.9684210877325,565.272505087655,4416.191445997304,96.6528247863248,3316.0375280843195,4172.626953125,light
static,medium,Initialization: Create an initial population of candidate solutions (often rando...,168,128,5.0,5.0,336.874146014452,6.129746766760945,6.466757772490382,19.793535571181064,50.52154509758111,48.26489002920511,46.97330854833126,47.30459079146385,49.25787243992088,21.98451898277178,518.2247359892773,542.7816016338122,4240.481262764158,84.23836434108527,3510.0371411302335,4108.47119140625,light
static,medium,Rewrite the documents above (Month 4 and Month 11) and label the months with the...,89,128,5.0,5.0,220.66893614828587,6.081470847129822,6.302246345207095,20.310218450496613,49.23629957193043,47.88475436723139,46.85745947062969,47.37053140997887,57.84271508455268,10.651613241068087,501.15665585709735,514.334922240804,4018.241580006281,82.02152589641435,3241.465383904482,4092.658203125,light
static,long,You are a partner in a commercial team at a large global law firm based in the U...,787,128,5.0,5.0,166.5777750313282,5.922121439129114,6.088801987469196,21.02219784177988,47.568765527103096,46.63004294976475,46.898724511265755,47.23547138273716,47.35159110277891,15.020958689980208,575.3310311076641,595.9994652392938,4656.245822181983,97.85971604938271,3628.9227284795907,4241.16552734375,light
static,short,write some code that removes whitespace in js,11,128,5.0,5.0,93.94977241754532,6.430297549813986,6.524339692667127,19.61884359636616,50.97140384896193,50.631430234730715,46.65352217853069,47.2808625549078,54.795443452894666,2.8554478518199176,586.475047338984,591.631910901336,4622.1243039166875,90.94551153846153,3860.007559742088,4077.72412109375,light
static,short,compile a list of all pokemon mentioned in any prompt above including the gym le...,55,128,5.0,5.0,210.30129119753838,6.036531796678901,6.246934726834297,20.490049215683964,48.80417755339295,47.53087573926749,46.62328213453293,47.17342145740986,55.13752456754445,12.263280849557372,503.73717817315736,518.0427942730346,4047.209330258083,83.2931124497992,3236.1795215304955,4085.82373046875,light
static,medium,Write a story about a mother taking her toddler daughter to the bathroom after a...,106,128,5.0,5.0,260.78217290341854,6.069979287683964,6.330907246097922,20.218271256286886,49.46021286014002,47.794276159110034,46.84973508119583,47.229379415512085,47.372081875801086,16.5698780652741,499.41855138004576,517.5285813931478,4043.192042133967,82.20247222222223,3276.4254460046577,4095.212890625,light
static,long,"Act as the prompt generator and I will give you the main keywords by: Product, F...",500,128,5.0,5.0,667.7429098635912,5.94838941283524,6.61636359244585,19.345974297141467,51.690340565983206,46.836883064330095,46.7937383800745,47.17315807938576,47.32196666300297,46.18885592663288,503.15163220931686,551.518476676003,4308.738099031274,83.60038257575758,3649.0467696403025,4178.109375,light
static,long,"Tables:
CREATE TABLE `crm\_account` (
 `CustomerID` varchar(255) NOT NULL,
 `Cus...",1052,128,5.0,5.0,189.30433876812458,5.916494620963931,6.105892289429903,20.96335702180412,47.70228351117112,46.585745889488166,46.78763635456562,47.19443395733833,47.262440621852875,8.767453509032727,650.9413745105546,663.0625877828319,5180.176467053374,109.09976131687243,4048.5887421526313,4294.86083984375,light
static,medium,Write me a story about Jack and Phil on a construction site. Jack is having a ba...,103,128,5.0,5.0,234.1138068586588,6.125594224780798,6.3598176799714565,20.126363119355094,49.686075624777004,48.23218998829211,46.896208077669144,47.469109669327736,53.701346181333,14.411420950232074,506.50034327334913,523.1595818303059,4087.184233049265,82.5445533596838,3327.1995579708537,4094.6611328125,light
static,short,generate the job descriptions for the developers respectively,9,128,5.0,5.0,99.21769611537457,6.114041071385145,6.213356912136078,20.600780191781247,48.54185087606311,48.14118485692449,46.70279659330845,48.04307222366334,60.642105340957634,2.8761380694508554,507.4244954021815,511.7375835582204,3997.949871548597,82.60431451612902,3179.6082520012824,4077.35595703125,light
static,short,Why do IT companies file patents on software?,11,128,5.0,5.0,98.03615510463715,6.04341896250844,6.141546381637454,20.841656489431696,47.98083110654261,47.58514050306298,46.646926552057266,47.37525284290314,55.574315786361666,2.847768284659833,503.2670085949404,508.48260097602565,3972.5203201252,83.08593469387753,3122.8694781499116,4077.72412109375,light
static,medium,5. Explain the impact of the following transactions on a company's income statem...,138,113,5.0,5.0,234.33581367135048,5.375113099813461,5.609601544216275,20.144033245375073,49.64249154173695,47.9911599541083,46.87214270234108,47.45827689766884,55.120194703340516,14.26133669511508,443.48398761493337,460.66336184848,4076.666919013097,82.39733482142857,2584.137905989094,4103.51904296875,light
static,medium,I want you to act as a cyber security specialist. I will provide some specific i...,85,128,5.0,5.0,209.41009558737278,6.174088783562183,6.383609011769295,20.05135335889302,49.871945404447615,48.61403940113511,46.70887440443039,47.23234064877033,54.93530295789239,13.046010605463758,572.0838090639561,587.6667522086799,4591.146501630312,92.55071653543307,3751.434775316522,4092.25,light
static,long,"// store/inventorySlice.ts

import {createSlice, current} from '@reduxjs/toolkit...",884,128,5.0,5.0,155.95964528620243,5.914146324619651,6.0701974127441645,21.086628868324535,47.423417287063785,46.56724756451573,46.87102697789669,47.177786752581596,47.227463498711586,9.194816357361153,558.1794556196481,572.7635002375301,4474.714845605704,94.69040495867769,3476.787517256147,4263.1806640625,light
static,medium,Create a powershell script that allows me to choose several different .csv files...,87,128,5.0,5.0,249.8293686658144,6.199526645243168,6.4494633208960295,19.846612598800988,50.38643219450023,48.81434098590078,46.83740809559822,47.4253848195076,50.53355060517787,12.176845490461215,510.04447427181714,524.6237958061583,4098.623404735612,81.7058832684825,3383.5419283210663,4092.4541015625,light
static,long,"please implement and modify this code with the code you have provided

php
 $jso...",989,128,5.0,5.0,179.56112511456013,5.906995443627238,6.086650053039193,21.029630237422126,47.5519535393687,46.5109418109646,46.71582020819187,47.106291726231575,47.18039147555828,12.287023045758717,581.6878314061779,599.6006652069436,4684.380196929247,98.4580864197531,3649.559420684179,4284.6826171875,light
static,short,can you write me a rap song about rainbows and unicorns in the style of Joyner L...,24,128,5.0,5.0,116.19363725185394,6.0732220485806465,6.18951796926558,20.680124144657405,48.355609134887345,47.81981758538663,46.67549952864647,47.32021428644657,52.99184415489433,4.451874388230033,531.5414310724586,537.7415296721467,4201.105700563647,87.19601619433199,3328.360860726112,4080.11669921875,light
static,medium,"we currently named our business ""muscles and meows"" because we jokingly admit to...",152,41,5.0,5.0,312.7469439059496,2.0136893577873707,2.3265908174216747,17.622350992271237,56.74611749808963,50.33961879089475,46.836829744279385,47.19913583248854,56.7653706297278,26.301324344707655,167.3432696545776,196.57726303726804,4794.567391152878,85.73945161290325,457.354855096393,4105.58837890625,light
