policy,bucket,prompt,input_tokens,generated_tokens,prefill_delay_ms,decode_delay_ms,ttft_ms,decode_time_s,total_time_s,tokens_per_sec,ms_per_token,tbt_mean_ms,tbt_p50_ms,tbt_p90_ms,tbt_p95_ms,energy_prefill_j,energy_decode_j,energy_total_j,energy_per_token_mj,avg_power_w,edp,peak_mem_mb,throttle_level
default,medium,"we currently named our business ""muscles and meows"" because we jokingly admit to...",143,128,0.0,0.0,185.79867109656334,4.844187572598457,5.030044104903936,25.447092973838753,39.297219569562,38.14266384469243,37.78088465332985,37.96636462211609,38.09714578092098,12.477964439973235,550.5591286439411,565.5220716764591,4418.141184972336,113.22533500000002,2844.6009628292345,5458.84130859375,light
default,long,"Web search results:

[1] ""Writing a summary is a great way to process the inform...",364,128,0.0,0.0,297.2661294043064,4.840694047510624,5.138088759034872,24.9119869280038,40.14131842995994,38.11518319948452,37.62491047382355,37.876684218645096,38.014840334653854,20.792772471485655,552.5899171148408,576.1998594228849,4501.561401741288,112.55326341463413,2960.5660206581983,5493.498046875,light
default,short,Write a business proposal for the need of an IT intern for a semi-conductor manu...,18,128,0.0,0.0,71.92649692296982,4.83548104390502,4.90747145190835,26.082678473906377,38.339620718033984,38.07409697278278,37.51169890165329,37.76588886976242,37.83154673874378,1.8045391962826252,545.3689273988772,548.9733846213389,4288.85456735421,112.18643367346938,2694.071212886723,5442.88623046875,light
default,medium,"async get\_file\_type(file\_name: string): Promise {
 const file\_type\_extensio...",201,128,0.0,0.0,258.26384499669075,4.935992352664471,5.19437650218606,24.64203354264579,40.58106642332859,38.86557147493513,37.603385746479034,37.77236118912697,38.124899193644524,19.95638570315391,554.9512392978669,577.4977072826325,4511.700838145566,111.74632367149755,2999.74052077523,5467.8203125,light
default,short,"now a similar, more gracile, closely-related one",11,128,0.0,0.0,74.38524812459946,4.813389975577593,4.887838549911976,26.18744434639829,38.18623867118731,37.90019540570852,37.45901957154274,37.6285083591938,37.76887245476246,1.97787928956002,582.4239600294716,586.3782470916174,4581.08005540326,120.44365641025642,2866.1222009642174,5442.05615234375,light
default,long,covert this into instagram text video reel which will have a bacground song'How ...,368,128,0.0,0.0,493.8753880560398,4.865375243127346,5.359391320496798,23.883309194174466,41.87024469138123,38.309471755046545,37.55946829915047,37.93511241674423,38.049205392599106,33.76133851448074,550.3560831661504,585.5990458340664,4574.992545578643,109.22433177570095,3138.454443534302,5494.8125,light
default,medium,"Now I get this:
UDP server listening on 0.0.0.0:50055
Received 8 bytes from 10.1...",171,128,0.0,0.0,173.75021800398827,4.866732530295849,5.040570870041847,25.393949078418043,39.37945992220193,38.32020727902886,37.65227273106575,37.9034586250782,39.6413255482912,9.161074474778026,550.273908374995,561.7409252189843,4388.600978273315,111.87676119402985,2831.494944169168,5463.71533203125,light
default,long,Below is some data from a file. What file format do you think this data is from?...,972,128,0.0,0.0,536.5283265709877,4.830196678638458,5.366946574300528,23.849687755962467,41.92927011172287,38.03253827953902,37.84860298037529,37.95549497008324,37.9787378013134,47.3787386806272,549.6857514400315,599.0935458722768,4680.418327127162,112.03336448598131,3215.3030537047716,5650.587890625,light
default,medium,Please write a program which asks for tomorrow's weather forecast and then sugge...,253,128,0.0,0.0,188.44521790742874,4.834951393306255,5.0234852731227875,25.480317556585646,39.24597869627178,38.069973369752326,37.57196292281151,37.78559938073158,37.93847300112247,10.901909075547008,547.4075618294589,560.3377622517422,4377.638767591736,112.14622,2814.8484966462047,5476.45703125,light
default,short,"the last response got cut, could you generate again the javascript file?",14,128,0.0,0.0,81.34407177567482,4.924488037824631,5.0058902613818645,25.569877347783866,39.10851766704582,38.774976374830786,37.58333623409271,37.81907111406326,37.93802298605442,3.3192283219695087,576.2504681071974,581.2285499479361,4540.848046468251,116.90374371859298,2909.5663378214763,5442.41162109375,light
default,long,"You are AdventBot, a chatbot that solves small coding puzzles from Advent of Cod...",420,128,0.0,0.0,358.88997837901115,5.504254687577486,5.863338351249695,21.830566877096295,45.80733086913824,43.340066785183474,38.603171706199646,47.89569899439812,47.947271168231964,27.69358534093946,534.7365616521258,564.6440900476221,4411.281953497048,96.60191025641026,3310.6993479827083,5502.35107421875,light
default,medium,"having this documentation site structure, how would you organize this better for...",211,128,0.0,0.0,196.5419165790081,4.943488519638777,5.140096206218004,24.90225763579243,40.15700161107816,38.92458142258051,38.258276879787445,38.676755875349045,41.27733632922172,9.729508074056357,542.0355293473825,553.3752729626186,4323.244320020458,108.07970731707319,2844.4021411700087,5469.3681640625,light
default,long,Please make the following this to a dialogue for me as a chairman and Dr.Hasan a...,445,128,0.0,0.0,404.9309752881527,4.967908017337322,5.3730304427444935,23.822682816332378,41.976800333941355,39.11686295599449,38.32586854696274,38.48893567919731,38.662948086857796,35.76851061367616,543.3907718534991,581.5610452265404,4543.445665832347,108.74245794392525,3124.7452003165085,5506.05029296875,light
default,short,I have significant teeth overbite which makes it difficult for me to quickly and...,29,128,0.0,0.0,78.34262400865555,4.87176263704896,4.9501689709723,25.857703191666722,38.67319508572109,38.359812365507516,37.95579820871353,38.2401242852211,38.32234852015972,3.482610841609538,536.121000188075,541.3857735347152,4229.576355739962,110.03063959390863,2679.9510574773835,5444.54833984375,light
default,medium,You are a professional developer that builds very robust SAAS. You are also an e...,201,128,0.0,0.0,172.79261350631714,4.910408578813076,5.08330512046814,25.180467622256764,39.71332125365734,38.664116986154575,38.359954953193665,38.56482580304146,39.09455239772796,8.372507480056955,553.9525858181808,564.5459341371171,4410.5151104462275,111.3578620689655,2869.7592377386763,5467.8203125,light
default,medium,"cs3492 Based on the syllabus outlined below, Write multiple choice questions and...",129,128,0.0,0.0,159.09432247281075,4.869381166994572,5.028547555208206,25.454666301689212,39.28552777506411,38.34107216066263,38.105931133031845,38.27070593833923,38.34662437438965,11.665369075270371,564.7317279913053,579.9586812867783,4530.9271975529555,115.741185,2916.349808906404,5457.60205078125,light
default,medium,"hi could you pleasse help me, i need to send an email this is the information , ...",151,128,0.0,0.0,117.52008274197578,4.908611983060837,5.026196949183941,25.46657070825333,39.26716366549954,38.64992893938943,38.1208099424839,38.413190096616745,38.699896261096,4.861876906391234,545.4175410516541,552.2842764774133,4314.720909979791,110.55942999999999,2775.889545513035,5461.02978515625,light
default,long,I am a product designer. My company is a one-to-one online tutoring platform. We...,964,128,0.0,0.0,575.3921158611774,4.884827665984631,5.460442267358303,23.441324664334356,42.65970521373674,38.462688046412204,38.27287256717682,38.38163614273071,38.425980135798454,53.275080772902825,551.1826195887029,606.9729484194331,4741.976159526821,111.45863302752294,3314.3407426925637,5648.150390625,light
default,short,I wrote a script to run on a website. I run it in the chrome console. What's the...,29,128,0.0,0.0,99.42160919308662,4.853901255875826,4.953379739075899,25.840942294458458,38.69827921153046,38.2191676675804,37.85483539104462,38.07084709405899,38.1490346044302,3.593919935805723,558.2280504321009,563.6308299665731,4403.365859113852,114.56135025380712,2791.877533474956,5444.54833984375,light
default,medium,"Okay so the browser console says it has posted successfully...

Token being sent...",195,128,0.0,0.0,158.8018424808979,5.112513158470392,5.271411865949631,24.28191976931424,41.18290520273149,40.255497701055425,38.09606283903122,38.33067864179611,38.47465366125107,12.095319859590383,564.2260283320919,579.0831607319601,4524.087193218438,110.05740952380951,3052.5858448540716,5467.3447265625,light
default,long,where in this code should the exploration/exploitation 'recommend\_items' functi...,908,128,0.0,0.0,561.2287782132626,4.874651189893484,5.436105012893677,23.546270665559625,42.46957041323185,38.38252144183699,37.9481203854084,38.08163478970528,38.12378868460655,46.644173076938834,581.5410999341085,630.95576657027,4929.341926330235,116.33659907834102,3429.9418055668175,5629.0869140625,light
default,medium,I am a digital marketing agency and looking to create an shared mailbox for my b...,75,128,0.0,0.0,108.84914919734001,4.958311825990677,5.067234925925732,25.260324786819652,39.58777285879478,39.04130705815601,38.1196066737175,38.32271993160248,38.41123208403587,4.931020848073065,544.1840385882706,551.1293117739483,4305.697748233971,109.2601188118812,2792.701697322362,5449.6513671875,light
default,long,Please summarize this data with the highest quality data: The consumer electroni...,286,128,0.0,0.0,193.65134090185165,4.943856231868267,5.137621086090803,24.91425464336739,40.1376647350844,38.927468317230854,38.08926418423653,38.27884942293167,39.09361660480498,10.46012431787327,546.4756617163364,559.4826452625375,4370.958166113574,109.24173658536587,2874.4098356026734,5481.25146484375,light
default,short,Give me a pitch deck for a presentation to venture capitalists and angel investo...,18,128,0.0,0.0,100.3180779516697,4.866795901209116,4.96717182174325,25.769191119923423,38.80602985736914,38.32070039599899,37.90716081857681,38.12323585152626,38.21484036743641,3.538390945360064,548.4637066467255,555.0925875085368,4336.660839910443,112.23865656565656,2757.240259130953,5442.88623046875,light
default,long,You made a mistake. Xiao (Chinese: 魈 Xiāo) is a playable Anemo character in Gens...,818,128,0.0,0.0,594.9886031448841,4.857847213745117,5.453057270497084,23.473070912444665,42.602009925758466,38.25024312992734,38.07153180241585,38.2128119468689,38.24317455291748,52.50817774752714,546.4699711289071,601.2762404178139,4697.470628264171,110.93770967741935,3278.7937743875127,5598.1630859375,light
default,long,Write a 500-800 word linkedin article about putting the human in the center of c...,367,128,0.0,0.0,367.9763674736023,4.997455187141895,5.365553338080645,23.85588063984989,41.918385453755036,39.34950844978723,38.21852430701256,38.370608538389206,38.72125782072544,27.441887414686384,569.7747961664852,599.0021566009019,4679.704348444546,112.06558878504673,3213.9780208674742,5494.7373046875,light
default,short,can please write another email when the cart is about to close?Share Prompt,15,128,0.0,0.0,101.26518830657005,4.879094481468201,4.980423677712679,25.700624742589284,38.909559982130304,38.41753597334614,37.95165196061134,38.16521763801575,38.273023813962936,4.991908463429659,537.446199393617,544.0888654793407,4250.694261557349,109.51717085427134,2709.793068413137,5442.53076171875,light
default,medium,"When I ask you anything, you'll answer me in this format:

A: [Answer as you nor...",177,128,0.0,0.0,171.74043506383896,4.925535336136818,5.097348112612963,25.111096431353133,39.82303212978877,38.78322061825925,38.10668736696243,38.39226961135864,38.57832923531532,8.07174738349393,547.5309914088268,557.2076632316578,4353.184868997327,109.88291625615766,2840.2814305073703,5464.52099609375,light
default,medium,E0129 00:14:33.428052 22066 memcache.go:238] couldn't get current server API gro...,84,128,0.0,0.0,152.3500680923462,4.868116375058889,5.020532265305519,25.495304727856517,39.22290832269937,38.331102873162024,38.072992116212845,38.33632096648216,38.448578119277954,9.246877229839564,540.1201159532927,551.9265452106224,4311.926134457987,110.50233499999999,2770.9650283085352,5450.71875,light
default,short,list me all the msal libraries,7,128,0.0,0.0,92.5583504140377,4.894855801016092,4.98747555911541,25.66428616698873,38.96465280558914,38.54164707027082,38.01468014717102,38.19757550954819,38.40917721390724,3.5222815135344865,545.7102831644137,551.0084933198598,4304.753854061404,110.89324120603017,2748.141393297807,5441.58154296875,light
default,medium,"I want you to act as an English editor, spelling corrector and improver. I will ...",175,128,0.0,0.0,130.7365968823433,4.935285750776529,5.066090457141399,25.266031288400146,39.57883169641718,38.85999588867811,38.12041878700256,38.248151540756226,38.38776424527168,9.820721430046484,552.1045589310378,565.622915135054,4418.929024492609,112.10507425742574,2865.4968527061965,5464.25244140625,light
default,long,"Good evening, here is some code:
export class Body extends React.Component{
 ren...",342,128,0.0,0.0,252.77618691325188,5.012154243886471,5.265045780688524,24.311279584592917,41.133170161629096,39.46525462734417,38.177743554115295,38.352762162685394,38.46701271831989,18.308536916997284,571.3042605363596,591.9607961010468,4624.693719539428,112.79843333333335,3116.700691844836,5489.6474609375,light
default,long,"I have a model.pth now and template with index.html, style.css, main.js and have...",280,128,0.0,0.0,201.82090997695923,4.951415631920099,5.153329223394394,24.8383121767037,40.2603845577687,38.987003706806284,38.11957687139511,38.34347948431969,38.510687276721,16.473007706981154,540.547023504326,559.9052907769437,4374.260084194873,109.37366341463414,2885.37629729396,5480.61962890625,light
default,short,You can only get answer from the choices I give. But try to explain your choice....,56,128,0.0,0.0,117.98687279224396,4.891363814473152,5.009415470063686,25.55188340135275,39.13605835987255,38.51415296121845,38.18991780281067,38.44263255596161,38.48675452172756,5.113839363768697,538.3356025639791,545.3490793550443,4260.5396824612835,109.17858,2731.8801147061477,5447.39501953125,light
default,long,I writing this piece of content that could start on Twitter and graduate to long...,327,128,0.0,0.0,281.3988924026489,4.919647324830294,5.201159983873367,24.60989479209921,40.63406237401068,38.73685896983297,38.134291768074036,38.33664879202843,38.673160597682,16.54479702479951,537.8528888085968,556.3882173638474,4346.782948155058,107.62594685990337,2893.86413165148,5488.1953125,light
default,short,"I want to improve my English listening ability.
Can you give me 20 TV shows from...",45,128,0.0,0.0,94.24803406000137,4.857600893825293,4.951911918818951,25.848601933640303,38.68681186577305,38.248301285693024,37.970248609781265,38.09603005647659,38.16716410219669,3.27261418877542,531.72712439234,536.6331881631297,4192.446782524451,109.05189847715734,2657.3602804988145,5446.33837890625,light
default,short,Let's update the outline so that we consider the following principals as themati...,62,128,0.0,0.0,107.28928446769714,4.868242781609297,4.97559168189764,25.725583645799105,38.871810014825314,38.33208365116533,38.08591887354851,38.37524726986885,38.45915272831917,4.993948869448156,550.5166708769464,557.1774710557685,4352.948992623191,112.6771111111111,2772.287590325845,5448.10693359375,light
default,short,"Suggest a study plan which I can follow
and some online lecture materials which ...",24,128,0.0,0.0,89.96981009840965,4.877220328897238,4.96725444868207,25.76876246675091,38.80667538032867,38.402788018382445,38.17439824342728,38.44490572810173,38.5580413043499,5.060974980598315,553.9572155763097,563.3060383469965,4400.82842458591,113.94873232323233,2798.084424948591,5443.59814453125,light
default,short,Write a report on Marshall AI,6,128,0.0,0.0,73.67268204689026,4.993918787688017,5.067650347948074,25.258254064791203,39.59101834334433,39.321667214078225,37.99564018845558,38.18819224834442,38.250185549259186,1.5924562240317464,542.1677512195577,545.3518909397962,4260.561647967158,108.07296039603959,2763.652699875199,5441.46240234375,light
default,long,rewrite my generateScreenshot function so the logic is similar to this rest endp...,510,128,0.0,0.0,439.15725126862526,4.974793013185263,5.414179794490337,23.64162345148888,42.29827964445576,39.17106587117112,38.23002800345421,38.41138705611229,38.47164958715439,34.771902730893345,548.2712923307195,585.9450198678487,4577.695467717568,108.53152777777778,3172.4116872507457,5516.7890625,light
default,short,can you show it in code?,7,128,0.0,0.0,76.61410421133041,4.899665251374245,4.976341586560011,25.721706955507127,38.877668645000085,38.579525910024564,38.164012134075165,38.36593255400658,38.49886544048786,3.581131713857874,532.8138337869718,538.2423811914194,4205.018603057964,108.83474747474747,2678.4779451719464,5441.58154296875,light
default,short,Which party has the higher conditional probability of retweeting a MoC? Why did ...,48,128,0.0,0.0,87.13623881340027,4.898808427155018,4.986011058092117,25.67182433184952,38.95321139134467,38.572777737313366,38.16411644220352,38.35947439074516,38.54940123856068,3.5060100109912455,546.1499674970078,551.4108139727879,4307.896984162406,110.97795979899496,2749.3404160198957,5446.47705078125,light
default,long,"Web search results:

[1] ""The World Economic Forums Annual Meeting 2023 was held...",416,128,0.0,0.0,436.3541603088379,4.931951720267534,5.368494659662247,23.842810343421853,41.9413645286113,38.833738576004826,38.17475959658623,38.34211677312851,38.42075802385807,31.412096155729145,578.6681465711742,611.9871732504555,4781.149791019184,114.43147196261681,3285.4498713768644,5501.75927734375,light
static,medium,Initialization: Create an initial population of candidate solutions (often rando...,140,128,5.0,5.0,176.9164875149727,5.628122180700302,5.805131021887064,22.049459265846384,45.35258610849269,44.315081060402036,44.168636202812195,44.65130642056465,44.844797253608704,10.9713921594657,527.8125687779244,541.4747090074216,4230.2711641204805,93.91528138528139,3143.331630826254,5458.50927734375,light
static,medium,Rewrite the documents above (Month 4 and Month 11) and label the months with the...,82,128,5.0,5.0,119.98644843697548,5.642685350030661,5.762771770358086,22.211533807115593,45.021654455922544,44.42976036761689,44.301100075244904,44.7822667658329,44.88385692238808,4.6812751866504545,511.669653907191,517.912723846551,4046.1931550511795,90.18736521739129,2984.612824492167,5450.4814453125,light
static,long,You are a partner in a commercial team at a large global law firm based in the U...,662,128,5.0,5.0,398.7318016588688,5.817846868187189,6.216785781085491,20.58941782897502,48.5686389147304,45.80897670679205,44.2517027258873,44.868072122335434,44.96784806251526,36.87591209365242,533.7707944961935,573.6203025359418,4481.4086135620455,92.56216129032256,3566.074540547401,5543.6357421875,light
static,short,write some code that removes whitespace in js,8,128,5.0,5.0,92.9303951561451,5.599616352468729,5.69264055415988,22.485171649642343,44.47375432937406,44.09062375468532,43.98219659924507,44.565462321043015,44.71840374171734,3.1272551785558464,514.0856683202423,519.944452979274,4062.0660389005784,91.73811894273129,2959.8568789402902,5441.69970703125,light
static,short,compile a list of all pokemon mentioned in any prompt above including the gym le...,46,128,5.0,5.0,90.17679840326309,5.795446060597897,5.885715905576944,21.74756683018204,45.98215551231988,45.63259122174556,43.76251995563507,44.472288340330124,44.650766626000404,3.2779758889898654,584.8071597262042,590.1082065144424,4610.220363394081,100.47318723404256,3473.209257093538,5446.38427734375,light
static,medium,Write a story about a mother taking her toddler daughter to the bathroom after a...,94,128,5.0,5.0,163.3717529475689,5.59945934265852,5.7629475221037865,22.2108564253025,45.02302751643583,44.08938399567379,44.097479432821274,44.77386772632599,44.906871020793915,10.899041481474413,508.6036408420708,522.340853996031,4080.787921843992,90.94185217391306,3010.2229302300025,5452.5556640625,light
static,long,"Act as the prompt generator and I will give you the main keywords by: Product, F...",408,128,5.0,5.0,297.79402539134026,5.7237239331007,6.021662902086973,21.25658677366979,47.04424142255448,45.0678331352125,44.368792325258255,44.88683640956879,45.10294236242771,22.11063578163646,515.8218992178386,540.8426024255232,4225.3328314494,89.94382500000002,3256.771834893947,5500.57568359375,light
static,long,"Tables:
CREATE TABLE `crm\_account` (
 `CustomerID` varchar(255) NOT NULL,
 `Cus...",881,128,5.0,5.0,555.8477863669395,5.617024905979633,6.173166375607252,20.73490202787685,48.22786230943166,44.22770484577952,44.20352354645729,44.75913941860199,44.91228796541691,44.51260093744472,520.9733069782405,568.5847460040934,4442.06832815698,92.5184756097561,3509.9682357156594,5619.609375,light
static,medium,Write me a story about Jack and Phil on a construction site. Jack is having a ba...,95,128,5.0,5.0,179.19902130961418,5.621782295405865,5.801104687154293,22.064762989614284,45.321130368392915,44.26518214617189,44.2793034017086,44.846539944410324,44.91005726158619,9.781546799615025,508.90376191000644,520.6719386798442,4067.749520936283,90.27929870129871,3020.4724239453567,5452.638671875,light
static,short,generate the job descriptions for the developers respectively,8,128,5.0,5.0,80.58756962418556,6.306830670684576,6.38750883564353,20.039111223727055,49.90241277846508,49.65924489216542,44.43196579813957,52.469078451395035,52.59267911314964,5.781898525897414,606.9468492639679,614.6609402737002,4802.038595888283,96.22479215686273,3926.15218692322,5441.69970703125,light
static,short,Why do IT companies file patents on software?,9,128,5.0,5.0,81.8469189107418,5.522584680467844,5.604519695043564,22.83870999921699,43.78531011752784,43.484094310698545,43.04732382297516,43.96374225616455,44.07964460551739,3.103054008744657,534.3173690227643,538.9690289400778,4210.6955385943575,96.77409865470854,3020.6625377131704,5441.81884765625,light
static,medium,5. Explain the impact of the following transactions on a company's income statem...,126,128,5.0,5.0,143.1366242468357,5.525721855461597,5.66894743964076,22.5791474277827,44.28865187219344,43.50881915040842,43.13330724835396,44.06585022807121,44.155555963516235,6.666872673412785,520.7292030094509,529.122106246151,4133.766455048055,93.7625221238938,2999.5654094614442,5456.2080078125,light
static,medium,I want you to act as a cyber security specialist. I will provide some specific i...,81,128,5.0,5.0,217.8601175546646,5.56743336468935,5.785393189638853,22.124684667800473,45.19838429405354,43.837254412296254,43.22206228971481,44.00656521320343,44.195736199617386,11.112405517553912,514.3434532730635,527.405626134973,4120.356454179477,91.40130735930735,3051.2489176184877,5450.36328125,light
static,long,"// store/inventorySlice.ts

import {createSlice, current} from '@reduxjs/toolkit...",699,128,5.0,5.0,547.0852181315422,5.523565150797367,6.070852782577276,21.084352492840356,47.42853736388497,43.491817805476074,43.11081022024155,44.23114210367203,44.37839202582836,38.15724165853485,551.3787268411927,591.7149433931373,4622.772995258885,97.86877685950412,3592.214310590783,5556.390625,light
static,medium,Create a powershell script that allows me to choose several different .csv files...,84,128,5.0,5.0,129.30237129330635,5.653798893094063,5.7831908874213696,22.133109989228302,45.18117880797945,44.51730116967141,43.25757920742035,44.1176600754261,44.36397925019264,9.061799726385624,536.0505460300612,549.7541900196094,4294.9546095281985,95.368670995671,3179.333422043121,5450.71875,light
static,long,"please implement and modify this code with the code you have provided

php
 $jso...",802,128,5.0,5.0,600.8281745016575,5.514163713902235,6.11526045948267,20.931242560816184,47.77547233970836,43.41781476703216,43.05506497621536,44.02447193861008,44.09366101026535,47.77735207886807,514.0206644167174,563.5713433521837,4402.901119938935,92.48081557377047,3446.3855520991406,5591.8994140625,light
static,short,can you write me a rap song about rainbows and unicorns in the style of Joyner L...,20,128,5.0,5.0,116.16798490285873,5.502632804214954,5.618889268487692,22.78030298939328,43.89757241006009,43.32698638162275,42.9961122572422,44.05090510845184,44.172095879912376,4.625179953794927,498.89630731691426,505.0282975923084,3945.533574939909,90.30152678571429,2837.69808162403,5443.12353515625,light
static,medium,"we currently named our business ""muscles and meows"" because we jokingly admit to...",143,128,5.0,5.0,241.6028268635273,5.631201311945915,5.872926127165556,21.79492764397779,45.882235368480906,44.33934754274023,43.5800701379776,44.22125965356827,44.34783868491649,12.746247442815452,509.373219784569,523.9564255307764,4093.409574459191,89.6047564102564,3077.157380995971,5458.84130859375,light
